sector,tessFile,curveID,correlation
sample_Sector0,HD_1397_b.fits,curve0,93.74540118847362
sample_Sector0,HD_202772_A_b.fits,curve1,99.50714306409915
sample_Sector0,HD_219666_b.fits,curve2,97.31993941811405
sample_Sector0,LHS_3844_b.fits,curve3,95.98658484197037
sample_Sector0,pi_Men_c.fits,curve5,91.55994520336202
