t,curve0,curve1,curve2,curve3,curve4,curve5
-8.46,1.0,1.0,1.0,1.0,1.0,1.0
-8.44,1.0,1.0,1.0,1.0,1.0,1.0
-8.42,1.0,1.0,1.0,1.0,1.0,1.0
-8.4,1.0,1.0,1.0,1.0,1.0,1.0
-8.379999999999999,1.0,1.0,1.0,1.0,1.0,1.0
-8.36,1.0,1.0,1.0,1.0,1.0,1.0
-8.34,1.0,1.0,1.0,0.9959590145320921,1.0,1.0
-8.32,1.0,1.0,1.0,1.0,1.0,1.0
-8.3,1.0,1.0,1.0,1.0,1.0,1.0
-8.28,1.0,1.0,1.0,1.0,1.0,1.0
-8.26,1.0,1.0,1.0,1.0,1.0,1.0
-8.24,1.0,1.0,1.0,1.0,1.0,1.0
-8.22,1.0,1.0,1.0,1.0,1.0,1.0
-8.2,1.0,1.0,1.0,1.0,1.0,1.0
-8.18,1.0,1.0,1.0,1.0,1.0,1.0
-8.16,1.0,1.0,1.0,1.0,1.0,1.0
-8.14,1.0,1.0,1.0,1.0,1.0,1.0
-8.12,1.0,1.0,1.0,1.0,1.0,1.0
-8.1,1.0,1.0,1.0,1.0,1.0,1.0
-8.08,1.0,1.0,1.0,1.0,1.0,1.0
-8.06,1.0,1.0,1.0,1.0,1.0,1.0
-8.04,1.0,1.0,1.0,1.0,1.0,1.0
-8.02,1.0,1.0,1.0,1.0,1.0,1.0
-8.0,1.0,1.0,1.0,1.0,1.0,1.0
-7.98,1.0,1.0,1.0,1.0,1.0,1.0
-7.96,1.0,1.0,1.0,1.0,1.0,1.0
-7.9399999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-7.92,1.0,1.0,1.0,1.0,1.0,1.0
-7.9,1.0,1.0,1.0,1.0,1.0,1.0
-7.88,1.0,1.0,1.0,0.9980568743412376,1.0,1.0
-7.859999999999999,1.0,1.0,1.0,0.9968446046777928,1.0,1.0
-7.84,1.0,1.0,1.0,1.0,1.0,1.0
-7.82,1.0,1.0,1.0,1.0,1.0,1.0
-7.8,1.0,1.0,1.0,1.0,1.0,1.0
-7.779999999999999,1.0,1.0,1.0,1.0,1.0,1.0
-7.76,1.0,1.0,1.0,1.0,1.0,1.0
-7.74,1.0,1.0,1.0,1.0,1.0,1.0
-7.72,1.0,1.0,1.0,1.0,1.0,1.0
-7.699999999999999,1.0,1.0,1.0,1.0,1.0,1.0
-7.68,1.0,1.0,1.0,1.0,1.0,1.0
-7.66,1.0,1.0,1.0,1.0,1.0,1.0
-7.640000000000001,1.0,1.0,1.0,1.0,1.0,1.0
-7.62,1.0,1.0,1.0,1.0,1.0,1.0
-7.6,1.0,1.0,1.0,1.0,1.0,1.0
-7.58,1.0,1.0,1.0,1.0,1.0,1.0
-7.5600000000000005,1.0,1.0,1.0,1.0,1.0,1.0
-7.54,1.0,1.0,1.0,1.0,1.0,1.0
-7.52,1.0,1.0,1.0,1.0,1.0,1.0
-7.5,1.0,1.0,1.0,1.0,1.0,1.0
-7.48,1.0,1.0,1.0,1.0,1.0,1.0
-7.46,1.0,1.0,1.0,1.0,1.0,1.0
-7.4399999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-7.42,1.0,1.0,1.0,1.0,1.0,1.0
-7.4,1.0,1.0,1.0,0.9959154960737648,1.0,1.0
-7.38,1.0,1.0,1.0,1.0,1.0,1.0
-7.359999999999999,1.0,1.0,1.0,1.0,1.0,1.0
-7.34,1.0,1.0,1.0,1.0,1.0,1.0
-7.32,1.0,1.0,1.0,1.0,1.0,1.0
-7.3,1.0,1.0,1.0,1.0,1.0,1.0
-7.279999999999999,1.0,1.0,1.0,1.0,1.0,1.0
-7.26,1.0,1.0,1.0,1.0,1.0,1.0
-7.24,1.0,1.0,1.0,1.0,1.0,1.0
-7.22,1.0,1.0,1.0,1.0,1.0,1.0
-7.199999999999999,1.0,1.0,1.0,1.0,1.0,1.0
-7.18,1.0,1.0,1.0,1.0,1.0,1.0
-7.16,1.0,1.0,1.0,1.0,1.0,1.0
-7.140000000000001,1.0,1.0,1.0,1.0,1.0,1.0
-7.12,1.0,1.0,1.0,1.0,1.0,1.0
-7.1,1.0,1.0,1.0,1.0,1.0,1.0
-7.08,1.0,1.0,1.0,1.0,1.0,1.0
-7.0600000000000005,1.0,1.0,1.0,1.0,1.0,1.0
-7.04,1.0,1.0,1.0,1.0,1.0,1.0
-7.02,1.0,1.0,1.0,1.0,1.0,1.0
-7.0,1.0,1.0,1.0,1.0,1.0,1.0
-6.98,1.0,1.0,1.0,1.0,1.0,1.0
-6.96,1.0,1.0,1.0,1.0,1.0,1.0
-6.9399999999999995,1.0,1.0,1.0,0.995757144242161,1.0,1.0
-6.92,1.0,1.0,1.0,1.0,1.0,1.0
-6.9,1.0,1.0,1.0,1.0,1.0,1.0
-6.88,1.0,1.0,1.0,1.0,1.0,1.0
-6.859999999999999,1.0,1.0,1.0,1.0,1.0,1.0
-6.84,1.0,1.0,1.0,1.0,1.0,1.0
-6.82,1.0,1.0,1.0,1.0,1.0,1.0
-6.8,1.0,1.0,1.0,1.0,1.0,1.0
-6.779999999999999,1.0,1.0,1.0,1.0,1.0,1.0
-6.76,1.0,1.0,1.0,1.0,1.0,1.0
-6.74,1.0,1.0,1.0,1.0,1.0,1.0
-6.72,1.0,0.996658207414688,1.0,1.0,1.0,1.0
-6.699999999999999,1.0,0.9962392940135545,1.0,1.0,1.0,1.0
-6.68,1.0,0.9960744167817739,1.0,1.0,1.0,1.0
-6.66,1.0,0.995995941531576,1.0,1.0,1.0,1.0
-6.640000000000001,1.0,0.9959595694925915,1.0,1.0,1.0,1.0
-6.62,1.0,0.9959479405821976,1.0,1.0,1.0,1.0
-6.6,1.0,0.995955749213947,1.0,1.0,1.0,1.0
-6.58,1.0,0.995986550826198,1.0,1.0,1.0,1.0
-6.5600000000000005,1.0,0.9960548466458162,1.0,1.0,1.0,1.0
-6.54,1.0,0.9961973973700871,1.0,1.0,1.0,1.0
-6.52,1.0,0.9965342479997726,1.0,1.0,1.0,1.0
-6.5,1.0,0.9997488618387929,1.0,1.0,1.0,1.0
-6.48,1.0,1.0,1.0,0.9957163550339649,1.0,1.0
-6.46,1.0,1.0,1.0,1.0,1.0,1.0
-6.4399999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-6.42,1.0,1.0,1.0,1.0,1.0,1.0
-6.4,1.0,1.0,1.0,1.0,1.0,1.0
-6.38,1.0,1.0,1.0,1.0,1.0,1.0
-6.359999999999999,1.0,1.0,1.0,1.0,1.0,1.0
-6.34,1.0,1.0,1.0,1.0,1.0,1.0
-6.32,1.0,1.0,1.0,1.0,1.0,0.9997373768543936
-6.3,1.0,1.0,1.0,1.0,1.0,0.999704360247627
-6.279999999999999,1.0,1.0,1.0,1.0,1.0,0.9996955400768665
-6.26,1.0,1.0,1.0,1.0,1.0,0.9996948690685162
-6.24,1.0,1.0,1.0,1.0,1.0,0.9997014790451134
-6.22,1.0,1.0,1.0,1.0,1.0,0.9997257733966731
-6.199999999999999,1.0,1.0,1.0,1.0,1.0,1.0
-6.18,1.0,1.0,1.0,1.0,1.0,1.0
-6.16,1.0,1.0,1.0,1.0,1.0,1.0
-6.140000000000001,1.0,1.0,1.0,1.0,1.0,1.0
-6.12,1.0,1.0,1.0,1.0,1.0,1.0
-6.1,1.0,1.0,1.0,1.0,1.0,1.0
-6.08,1.0,1.0,0.9999357079721817,1.0,1.0,1.0
-6.0600000000000005,1.0,1.0,0.9983796714208768,1.0,1.0,1.0
-6.04,1.0,1.0,0.9982935598145706,1.0,1.0,1.0
-6.02,1.0,1.0,0.9983269648938417,0.9957227356276149,1.0,1.0
-6.0,1.0,1.0,0.9987663043211013,1.0,1.0,1.0
-5.9799999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-5.96,1.0,1.0,1.0,1.0,1.0,1.0
-5.9399999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-5.92,1.0,1.0,1.0,1.0,1.0,1.0
-5.9,1.0,1.0,1.0,1.0,1.0,1.0
-5.88,1.0,1.0,1.0,1.0,1.0,1.0
-5.86,1.0,1.0,1.0,1.0,1.0,1.0
-5.84,1.0,1.0,1.0,1.0,1.0,1.0
-5.82,1.0,1.0,1.0,1.0,1.0,1.0
-5.8,1.0,1.0,1.0,1.0,1.0,1.0
-5.78,1.0,1.0,1.0,1.0,1.0,1.0
-5.76,1.0,1.0,1.0,1.0,1.0,1.0
-5.74,1.0,1.0,1.0,1.0,1.0,1.0
-5.72,1.0,1.0,1.0,1.0,1.0,1.0
-5.7,1.0,1.0,1.0,1.0,1.0,1.0
-5.68,1.0,1.0,1.0,1.0,1.0,1.0
-5.66,1.0,1.0,1.0,1.0,1.0,1.0
-5.64,1.0,1.0,1.0,1.0,1.0,1.0
-5.62,1.0,1.0,1.0,1.0,1.0,1.0
-5.6,1.0,1.0,1.0,1.0,1.0,1.0
-5.58,1.0,1.0,1.0,1.0,1.0,1.0
-5.56,1.0,1.0,1.0,0.9957870916489745,1.0,1.0
-5.54,1.0,1.0,1.0,1.0,1.0,1.0
-5.52,1.0,1.0,1.0,1.0,1.0,1.0
-5.5,1.0,1.0,1.0,1.0,1.0,1.0
-5.4799999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-5.46,1.0,1.0,1.0,1.0,1.0,1.0
-5.4399999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-5.42,1.0,1.0,1.0,1.0,1.0,1.0
-5.3999999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-5.38,1.0,1.0,1.0,1.0,1.0,1.0
-5.36,1.0,1.0,1.0,1.0,1.0,1.0
-5.34,1.0,1.0,1.0,1.0,1.0,1.0
-5.32,1.0,1.0,1.0,1.0,1.0,1.0
-5.3,1.0,1.0,1.0,1.0,1.0,1.0
-5.28,1.0,1.0,1.0,1.0,1.0,1.0
-5.26,1.0,1.0,1.0,1.0,1.0,1.0
-5.24,1.0,1.0,1.0,1.0,1.0,1.0
-5.22,1.0,1.0,1.0,1.0,1.0,1.0
-5.2,1.0,1.0,1.0,1.0,1.0,1.0
-5.18,1.0,1.0,1.0,1.0,1.0,1.0
-5.16,1.0,1.0,1.0,1.0,1.0,1.0
-5.14,1.0,1.0,1.0,1.0,1.0,1.0
-5.12,1.0,1.0,1.0,1.0,1.0,1.0
-5.1,1.0,1.0,1.0,0.9960257921746077,1.0,1.0
-5.08,1.0,1.0,1.0,1.0,1.0,1.0
-5.06,1.0,1.0,1.0,1.0,1.0,1.0
-5.04,1.0,1.0,1.0,1.0,1.0,1.0
-5.02,1.0,1.0,1.0,1.0,1.0,1.0
-5.0,1.0,1.0,1.0,1.0,1.0,1.0
-4.9799999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-4.96,1.0,1.0,1.0,1.0,1.0,1.0
-4.9399999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-4.92,1.0,1.0,1.0,1.0,1.0,1.0
-4.8999999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-4.88,1.0,1.0,1.0,1.0,1.0,1.0
-4.86,1.0,1.0,1.0,1.0,1.0,1.0
-4.84,1.0,1.0,1.0,1.0,1.0,1.0
-4.82,1.0,1.0,1.0,1.0,1.0,1.0
-4.8,1.0,1.0,1.0,1.0,1.0,1.0
-4.78,1.0,1.0,1.0,1.0,1.0,1.0
-4.76,1.0,1.0,1.0,1.0,1.0,1.0
-4.74,1.0,1.0,1.0,1.0,1.0,1.0
-4.72,1.0,1.0,1.0,1.0,1.0,1.0
-4.7,1.0,1.0,1.0,1.0,1.0,1.0
-4.68,1.0,1.0,1.0,1.0,1.0,1.0
-4.66,1.0,1.0,1.0,1.0,1.0,1.0
-4.64,1.0,1.0,1.0,0.9995382686523655,1.0,1.0
-4.62,1.0,1.0,1.0,0.9963948364534793,1.0,1.0
-4.6,1.0,1.0,1.0,1.0,1.0,1.0
-4.58,1.0,1.0,1.0,1.0,1.0,1.0
-4.56,1.0,1.0,1.0,1.0,1.0,1.0
-4.54,1.0,1.0,1.0,1.0,1.0,1.0
-4.52,1.0,1.0,1.0,1.0,1.0,1.0
-4.5,1.0,1.0,1.0,1.0,1.0,1.0
-4.4799999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-4.46,1.0,1.0,1.0,1.0,1.0,1.0
-4.4399999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-4.42,1.0,1.0,1.0,1.0,1.0,1.0
-4.3999999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-4.38,1.0,1.0,1.0,1.0,1.0,1.0
-4.36,1.0,1.0,1.0,1.0,1.0,1.0
-4.34,1.0,1.0,1.0,1.0,1.0,1.0
-4.32,1.0,1.0,1.0,1.0,1.0,1.0
-4.3,1.0,1.0,1.0,1.0,1.0,1.0
-4.28,1.0,1.0,1.0,1.0,1.0,1.0
-4.26,1.0,1.0,1.0,1.0,1.0,1.0
-4.24,1.0,1.0,1.0,1.0,1.0,1.0
-4.22,1.0,1.0,1.0,1.0,1.0,1.0
-4.2,1.0,1.0,1.0,1.0,1.0,1.0
-4.18,1.0,1.0,1.0,1.0,1.0,1.0
-4.16,1.0,1.0,1.0,0.9958720545175999,1.0,1.0
-4.14,1.0,1.0,1.0,1.0,1.0,1.0
-4.12,1.0,1.0,1.0,1.0,1.0,1.0
-4.1,1.0,1.0,1.0,1.0,1.0,1.0
-4.08,1.0,1.0,1.0,1.0,1.0,1.0
-4.06,1.0,1.0,1.0,1.0,1.0,1.0
-4.04,1.0,1.0,1.0,1.0,1.0,1.0
-4.02,1.0,1.0,1.0,1.0,1.0,1.0
-4.0,1.0,1.0,1.0,1.0,1.0,1.0
-3.9799999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-3.96,1.0,1.0,1.0,1.0,1.0,1.0
-3.9399999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-3.92,1.0,1.0,1.0,1.0,1.0,1.0
-3.8999999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-3.88,1.0,1.0,1.0,1.0,1.0,1.0
-3.8599999999999994,1.0,1.0,1.0,1.0,1.0,1.0
-3.84,1.0,1.0,1.0,1.0,1.0,1.0
-3.8200000000000003,1.0,1.0,1.0,1.0,1.0,1.0
-3.8,1.0,1.0,1.0,1.0,1.0,1.0
-3.7800000000000002,1.0,1.0,1.0,1.0,1.0,1.0
-3.76,1.0,1.0,1.0,1.0,1.0,1.0
-3.74,1.0,1.0,1.0,1.0,1.0,1.0
-3.7199999999999998,1.0,1.0,1.0,1.0,1.0,1.0
-3.7,1.0,1.0,1.0,0.9957451622581726,1.0,1.0
-3.6799999999999997,1.0,1.0,1.0,1.0,1.0,1.0
-3.66,1.0,1.0,1.0,1.0,1.0,1.0
-3.6399999999999997,1.0,1.0,1.0,1.0,1.0,1.0
-3.62,1.0,1.0,1.0,1.0,1.0,1.0
-3.5999999999999996,1.0,1.0,1.0,1.0,1.0,1.0
-3.58,1.0,1.0,1.0,1.0,1.0,1.0
-3.5599999999999996,1.0,1.0,1.0,1.0,1.0,1.0
-3.54,1.0,1.0,1.0,1.0,1.0,1.0
-3.5199999999999996,1.0,1.0,1.0,1.0,1.0,1.0
-3.5,1.0,1.0,1.0,1.0,1.0,1.0
-3.4799999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-3.46,1.0,1.0,1.0,1.0,1.0,1.0
-3.4399999999999995,1.0,1.0,1.0,1.0,1.0,1.0
-3.42,1.0,0.9981812216735788,1.0,1.0,1.0,1.0
-3.3999999999999995,1.0,0.9963712349399528,1.0,1.0,1.0,1.0
-3.38,1.0,0.9961329950891634,1.0,1.0,1.0,1.0
-3.3599999999999994,1.0,0.9960241857392078,1.0,1.0,1.0,1.0
-3.34,1.0,0.9959721227785275,1.0,1.0,1.0,1.0
-3.3200000000000003,1.0,0.9959506428006697,1.0,1.0,1.0,1.0
-3.3,1.0,0.9959498258690122,1.0,1.0,1.0,1.0
-3.2800000000000002,1.0,0.9959693019909737,1.0,1.0,1.0,1.0
-3.26,1.0,0.9960180426162161,1.0,1.0,1.0,1.0
-3.24,1.0,0.9961202642182327,1.0,0.9957146271383489,1.0,1.0
-3.2199999999999998,1.0,0.9963416885687046,1.0,1.0,1.0,1.0
-3.2,1.0,0.9977707742739312,1.0,1.0,1.0,1.0
-3.1799999999999997,1.0,1.0,1.0,1.0,1.0,1.0
-3.16,1.0,1.0,1.0,1.0,1.0,1.0
-3.1399999999999997,1.0,1.0,1.0,1.0,1.0,1.0
-3.12,1.0,1.0,1.0,1.0,1.0,1.0
